price,quantity,type,timestamp
90926000,0.0002,0,2024-04-28 00:04:13
90925000,0.0684,0,2024-04-28 00:04:13
90982000,0.1338,1,2024-04-28 00:04:13
90983000,0.142,1,2024-04-28 00:04:13
90984000,0.142,1,2024-04-28 00:04:13
91002000,0.0002,1,2024-04-28 00:04:13
91014000,0.0002,1,2024-04-28 00:04:13
90945000,0.001,0,2024-04-28 00:04:18
90944000,0.0193,0,2024-04-28 00:04:18
90943000,0.3122,0,2024-04-28 00:04:18
90927000,0.0006,0,2024-04-28 00:04:18
90926000,0.0002,0,2024-04-28 00:04:18
90982000,0.1338,1,2024-04-28 00:04:18
90983000,0.142,1,2024-04-28 00:04:18
90984000,0.142,1,2024-04-28 00:04:18
90991000,0.0193,1,2024-04-28 00:04:18
91002000,0.0002,1,2024-04-28 00:04:18
90945000,0.001,0,2024-04-28 00:04:23
90944000,0.0003,0,2024-04-28 00:04:23
90943000,0.3122,0,2024-04-28 00:04:23
90927000,0.0006,0,2024-04-28 00:04:23
90926000,0.0002,0,2024-04-28 00:04:23
90981000,0.002,1,2024-04-28 00:04:23
90982000,0.1338,1,2024-04-28 00:04:23
90983000,0.142,1,2024-04-28 00:04:23
90984000,0.142,1,2024-04-28 00:04:23
90991000,0.0193,1,2024-04-28 00:04:23
90945000,0.0027,0,2024-04-28 00:04:28
90944000,0.0371,0,2024-04-28 00:04:28
90943000,0.312,0,2024-04-28 00:04:28
90927000,0.0006,0,2024-04-28 00:04:28
90926000,0.0002,0,2024-04-28 00:04:28
90980000,0.0021,1,2024-04-28 00:04:28
90981000,0.142,1,2024-04-28 00:04:28
90982000,0.1338,1,2024-04-28 00:04:28
91001000,0.0634,1,2024-04-28 00:04:28
91002000,0.0002,1,2024-04-28 00:04:28
90945000,0.0027,0,2024-04-28 00:04:33
90944000,0.0371,0,2024-04-28 00:04:33
90943000,0.312,0,2024-04-28 00:04:33
90927000,0.0006,0,2024-04-28 00:04:33
90926000,0.0002,0,2024-04-28 00:04:33
90979000,0.0021,1,2024-04-28 00:04:33
90980000,0.142,1,2024-04-28 00:04:33
90981000,0.142,1,2024-04-28 00:04:33
91001000,0.0634,1,2024-04-28 00:04:33
91002000,0.0002,1,2024-04-28 00:04:33
90945000,0.0451,0,2024-04-28 00:04:38
90944000,0.0371,0,2024-04-28 00:04:38
90943000,0.312,0,2024-04-28 00:04:38
90927000,0.0006,0,2024-04-28 00:04:38
90926000,0.0002,0,2024-04-28 00:04:38
90978000,0.1421,1,2024-04-28 00:04:38
90979000,0.142,1,2024-04-28 00:04:38
90980000,0.142,1,2024-04-28 00:04:38
91001000,0.0634,1,2024-04-28 00:04:38
91002000,0.0002,1,2024-04-28 00:04:38
90945000,0.0223,0,2024-04-28 00:04:44
90944000,0.0378,0,2024-04-28 00:04:44
90943000,0.0002,0,2024-04-28 00:04:44
90927000,0.0006,0,2024-04-28 00:04:44
90925000,0.0684,0,2024-04-28 00:04:44
90977000,0.1421,1,2024-04-28 00:04:44
90978000,0.142,1,2024-04-28 00:04:44
90979000,0.142,1,2024-04-28 00:04:44
91002000,0.0002,1,2024-04-28 00:04:44
91014000,0.0002,1,2024-04-28 00:04:44
90945000,0.0223,0,2024-04-28 00:04:49
90944000,0.0378,0,2024-04-28 00:04:49
90943000,0.0002,0,2024-04-28 00:04:49
90927000,0.069,0,2024-04-28 00:04:49
90926000,0.3282,0,2024-04-28 00:04:49
90975000,0.002,1,2024-04-28 00:04:49
90976000,0.142,1,2024-04-28 00:04:49
90977000,0.142,1,2024-04-28 00:04:49
90978000,0.142,1,2024-04-28 00:04:49
90981000,0.0378,1,2024-04-28 00:04:49
90945000,0.0168,0,2024-04-28 00:04:54
90944000,0.0378,0,2024-04-28 00:04:54
90943000,0.0002,0,2024-04-28 00:04:54
90927000,0.0007,0,2024-04-28 00:04:54
90926000,0.3282,0,2024-04-28 00:04:54
90974000,0.0021,1,2024-04-28 00:04:54
90975000,0.142,1,2024-04-28 00:04:54
90976000,0.142,1,2024-04-28 00:04:54
90982000,0.0378,1,2024-04-28 00:04:54
91002000,0.0002,1,2024-04-28 00:04:54
90945000,0.0152,0,2024-04-28 00:04:59
90944000,0.0378,0,2024-04-28 00:04:59
90943000,0.0002,0,2024-04-28 00:04:59
90927000,0.069,0,2024-04-28 00:04:59
90926000,0.3282,0,2024-04-28 00:04:59
90973000,0.1421,1,2024-04-28 00:04:59
90974000,0.142,1,2024-04-28 00:04:59
